Enlace,Titulo,Hashtags,Otros,Texto
https://youtu.be/QBQFAJY5WLI,Aplicación informática Gestión Derechos Pago Básico. Registro telemático,,,"en el siguiente vídeo detallamos cómo
realizar el registro telemático de una
cesión con solicitud a la reserva
nacional
[Música]
los impresos definitivo descargado
durante la fase de grabación y
posteriormente firmado junto con la
documentación aportar en registros se
escáner han fusionado en un solo archivo
en formato pdf el cual finalmente se
renombrará con el código de 23 dígitos
de correspondiente impreso que se
ilustra en pantalla este archivo lo
guardaremos en una ruta conocida de
nuestro equipo en pantalla se muestra de
dónde es tener el código de 23 dígitos
con el que se va a nombrar el archivo
pdf que vamos a registrar
seguidamente se lucha cómo elaborar el
fichero pdf objeto del registro
telemático primero descargaremos el
impreso a firmar segundo se firmará los
impresos descargados y se escanearán
[Música]
tercero escanearemos la documentación al
incorporar junto con los impresos
[Música]
y
y por cuarto y último fusión haremos en
un solo pdf los impresos y la
documentación que nombraremos dígitos
referidos
el tamaño del archivo pdf que se vaya a
registrar no podrá superar los 25 megas
en caso es el mayor fracción haremos la
documentación en varios archivos pdf el
primero de ellos que se registrará en el
mismo acto incluirán los impresos
firmados y parte de la documentación no
superando en tamaño al límite máximo el
resto de documentación se incluirá en
sucesivo archivos como anexos de
documentación al primer registro
siguiendo la secuencia que abordaremos
en otro vídeo
deberá tenerse en consideración que para
proseguir con el registro telemático del
segundo y sucesivo anexo habrá que
respetar la secuencia del orden de la
documentación vinculada evitando que se
suba de forma desordenada
el proceso de registro se realiza desde
la opción menú gestión de comunicaciones
registro telemático nuevos registros en
la pantalla inicial de registro podremos
consultar la matriz de compatibilidad de
dos firmas según la versión del
navegador y según el sistema operativo
instalado desde esta pantalla también
podremos descargar e instalar o
actualizar el software necesario para
firma
para iniciar el registro deberemos
pulsar el botón continuar registro
pero seguiremos seleccionando el
certificado para firma
la aplicación comprobará que el dni de
la firma coincide con el de usuario que
se selecciona en grabación como
motorizado para registrar
telemáticamente y recordamos podría ser
a su vez distinto al de grabación nos
remitimos ejecutoriales una licencia de
grabación
a aquellas entidades que le informan del
certificado de personas jurídicas para
materializar la firma esta electro
telemática
necesitamos usuario de la aplicación de
pago básico que debe estar asociado a la
persona vinculada a dicho certificado
dicho usuario sea el que
sistemáticamente se seleccione
finalización de la grabación con
autorizado para la referida en firma y
registro
retomando la secuencia buscaremos dentro
de nuestro directorio el fichero punto
pdf con la documentación del trámite que
vamos a registrar y pulsaremos registrar
pdf
[Música]
[Música]
seleccionaremos de nuevo el certificado
para firmar finalizando el registro
[Música]
[Música]
completada el proceso en pantalla se
mostrará el trato de registro desde aquí
también podremos imprimir justificante
del mismo
como recordatorio informamos que tras la
materialización de la presentación
telemática del correspondiente trámite
no es necesario reiterarlo en soporte
papel con la aportación de la misma
documentación en un registro ordinario
en todo caso el justificante de registro
telemático y la documentación acompañada
deberá estudiarse por el interesado para
ulteriores comprobaciones
para consultar los registros telemáticos
realizados por un usuario accederemos a
gestión de comunicaciones de ejes o
telemático consultar en la siguiente
ventana se podrán establecer los
criterios de búsqueda que aparecen en
pantalla pudiendo seleccionarse uno o
varios de ellos y a continuación
pulsaremos consultarlos
[Música]
"
https://youtu.be/tsNm8aPe88M,Registro de Maquinaria Agrícola Andalucía [ROMA],,,"el presente vídeo tiene como objetivo
mostrar cómo registrar una máquina o
equipo nuevo en roma' de manera
telemática habrá que realizar dos pasos
principales diferenciados que son en
primer lugar habrá que dar de alta a la
máquina o el equipo encima al que se
accede a través del primer enlace
posteriormente se pasará a la
presentación de un registro en bea al
que se accede a través del segundo
enlace se comienza rellenando los datos
de la máquina en firma al que se accede
a través del primer enlace una vez
dentro el alta se puede realizar desde
público donde no hará falta utilizar el
certificado digital o desde registro
telemático descripción es donde se
accederá con certificado digital
es importante saber que aunque en este
primer paso no sea necesario el
certificado digital una vez terminado si
será necesario para posteriormente
registrar la solicitud en ve a la
ventanilla electrónica de la
administración se procede alerta en este
caso se va a realizar sin certificado
digital será necesario conocer el dni y
el número de bastidor de la máquina o
equipo que se vaya a inscribir se pulsa
sobre público consulta y registro
telemático romá
una vez dentro pulsamos en la parte
superior izquierda en registro
telemático roma en la opción solicitudes
de registro telemático de maquinaria
cómo se va a proceder a dar de alta una
nueva máquina se pulsa arriba a la
derecha en el símbolo más alta para
rellenar los datos de la misma se abrirá
el formulario que habrá quedado
se rellena todos los datos que
correspondan los que he marcado con un
asterisco son obligatorios
se indicará la actividad en la que se va
a emplear la máquina en caso de que sea
para realizar una actividad ganadera el
titular tendrá que estar previamente
inscrito en siga en el caso de que sea
para desarrollar una actividad agraria
el titular tendrá que estar previamente
inscrito en rafáh en este caso se va a
indicar que es para prestación de
servicios agrarios
una vez realizado todo lo anterior se
procede a indicar los datos de la
máquina o equipo la marca y modelo habrá
que buscarlos y seleccionarlos en este
apartado se puede buscar por código de
la marca o por nombre se insertará los
caracteres de la marca y se mostrará un
desplegable en el que se seleccionará la
marca correspondiente y se pulsará a
aceptar
de igual forma se procede con el modelo
en caso de no localizar la marca el
modelo o la estructura que se rellenará
posteriormente se debe comunicar a
través del correo electrónico del cau
roma adjuntando la ficha técnica una vez
le lleno todos los datos existen dos
opciones guardar que permite realizar
más tarde cualquier modificación antes
de presentar la solicitud guardar y
validar contra el registro de maquinaria
red más si se pulsa esta opción la
solicitud estará lista para presentar si
todo está correcto aparecerá este
mensaje y se impulsará a cerrar ahora se
procederá a presentar la solicitud para
posteriormente registrar la envía
podemos ver el listado de solicitudes
insertando en los filtros el dni y el
número de bastidor como se aprecia
faltan algunos datos como el localizador
que aparecerá una vez se haya terminado
de presentar la solicitud en firma y
será obligatorio para presentar la
solicitud en día
se pueden realizar varias acciones que
se muestran a la derecha de la pantalla
la lupa muestra los datos que se han
registrado de la máquina el lápiz
permite modificar los datos registros la
papelera elimina los datos que se han
registrado el icono del folio permite
ver la descripción una vez se haya
presentado esta presentación se hace a
través del botón del icono del folio con
un lápiz se procede ahora a presentar la
solicitud en firma pulsando a este
último icono presentar inscripción
aparecerá este mensaje la inscripción ha
sido presentada correctamente y se
pulsará cerrar ya aparecen el
localizador y el número de descripción
en firma el localizador será necesario y
obligatorio para registrar la solicitud
descripción envía una vez realizado
todos estos pasos se procede a la
presentación en vía con certificado
electrónico será el del solicitante el
de representante o el de la persona
habilitada el proceso de habilitación se
encuentra descrito en el vídeo tutorial
al estar habilitado en este caso se hará
como solicitante una vez dentro se
localiza el procedimiento dentro del
buscador insertando 152 o escribiendo
román
se pulsa en la opción 2 declaración
responsable de alta de maquinaria nueva
en el registro oficial de maquinaria
agrícola nueva solicitud iniciar
solicitud con certificado electrónico
aparecerá la opción de creación del
nuevo borrador
una vez leído se pulsará no volverá a
mostrar
[Música]
en el exo 4 se pulsa iniciar se
selecciona la calidad de la persona que
va a realizar la presentación en este
caso se hará como solicitante a
continuación se pulsa en pulse aquí para
prevé llenar algunos datos de su
solicitud y realizar algunas
comprobaciones adicionales
aparecerá como válido el mensaje de
comprobación en firma seguidamente se
indicará en el desplegable el
localizador de la máquina o equipo que
se quiere presentar que es el que ha
proporcionado anteriormente sirva a
continuación se rellenan los datos de la
persona o entidad solicitante se marca
la opción de notificación que se
prefiera en papel o telemática y se
rellenan los campos en el apartado que
proceda se marca la casilla en el
apartado de declaración una vez
terminada el formulario se pulsará el
botón finalizar y aparecerá el número de
entrega si se desea incorporar a
dependiente cualquier tipo de
documentación como el acta en el iaj el
dni o cualquier otro tipo de documento
se podrá realizar a través de los
siguientes botones ahora se firmará esa
declaración responsable de alta de
maquinaria en roma' pulsando firmar
aparecerá una nueva ventana indicando
que lo que se va a firmar en el anexo 4
la declaración responsable de alta en el
rol
se pulsa afirmar y se selecciona el
certificado con el que se va a realizar
el registro una vez firmado se pasa al
paso 3 el de presentación en la parte de
debajo de la pantalla se pulse el botón
presentar
una vez se haya tramitado la solicitud
por parte de la administración podrá
descargarse la descripción en roma'
desde la carpeta documento para poder
ver el estado en el que se encuentra"
https://youtu.be/AV2u9vEO5fc,Derechos Pago Básico: cesiones y solicitudes Reserva Nacional. Finalización (2ª parte),,,"en el siguiente vídeo detallaremos cómo
finalizar el proceso de grabación de una
sesión solicitó a la reserva nacional
como paso previo para poder realizar su
registro
[Música]
en el último paso de grabación antes de
pulsar el botón finalizar deberemos
indicar que se va a realizar el registro
telemático y el usuario que lo va a
realizar que puede ser el mismo o
distinto el que realiza la grabación
en el desplegable de usuario de
registros se mostrarán todos los
usuarios de la entidad que tienen
permiso para realizar el registro
telemático la única premisa a tener en
cuenta es que el dni del usuario que se
seleccione sea el mismo dni al que esté
asociado el certificado decir
una vez seleccionado el usuario pulsando
el botón de imprimir comprobaremos en
los impresos en modo borrador que todos
los datos grabados son correctos y a
continuación pulsaremos el botón
finalizar para concluir la grabación
concluida la grabación pulsaremos de
nuevo el botón imprimir para descargar
los impresos definitivos
ah
y
[Música]
"
https://youtu.be/meOPVU9Y3iw,Derechos Pago Básico: Anexo a documentación por Registro Telemático,,,"en el siguiente vídeo se describe los
pasos para realizar el registro
telemático de nueva documentación a una
cesión o solicitud a la reserva nacional
independientemente de que éste haya sido
presentar el registro físico o
telemático a continuación se detalla la
premisa para presentar nueva
documentación por registro telemático
según el tipo de registros previos del
trámite vinculado su puesto de registro
previo físico el trámite vinculado
deberá estar finalizado y tener el pdf
visible en la aplicación su puesto de
registro previo telemático no sería
necesaria esta comprobación asimismo en
ambos supuestos el usuario que va a
registrar en eso deberá pertenecer a la
misma entidad reconocida que grabó el
trámite inicial la que se pretende
vincular la nueva documentación el
fichero en formato pdf el resultado de
la documentación escaneada aportar en
registro se nombrará con la misma
identificación de 23 dígitos del código
de barras que aparecen los impresos del
trámite vinculado este archivo lo
guardaremos en una nota conocida de
nuestro equipo
en pantalla se muestra de dónde es tener
el código de 23 dígitos con el que se va
a nombrar el archivo pdf que vamos a
registrar
el tamaño del archivo pdf que se vaya a
registrar no pero a superar los 25 megas
en caso de ser mayor
reaccionaremos la documentación en
varios archivos
el primero de ellos incluirá parte de la
documentación no superando el tamaño al
límite máximo
para el segundo y sucesivo anexo habrá
que respetar la secuencia del orden de
la documentación vinculada evitando que
se suba de forma desordenada
a continuación se muestra un ejemplo de
buena práctica con la secuencia
aconsejadas de grabación
[Música]
el proceso de registro se realizará
desde la opción de menú gestión de
comunicaciones registro telemático nuevo
registro
en la pantalla inicial podremos
consultar la matriz de compatibilidad de
auto firma según la versión del
navegador y según el sistema operativo
instalado desde esta pantalla también
podremos descargar instalar o actualizar
el software necesario para firma para
iniciar el registro deberemos pulsar el
botón continuar registros
la aplicación comprobará que el dni de
la firma coincide con el dni de usuario
que se selecciona en grabación como
autorizado para registrar
telemáticamente que recordamos podría
ser a su vez distinto al de grabación
nos remitimos el tutorial de
finalización de grabación
a aquellas entidades que dispongan de un
certificado de persona jurídica para
materializar la firma y registro
telemático
necesitamos usuario de la aplicación del
pago básico que debe estar asociado a la
persona vinculada a dicho certificado
dicho usuario será el que
sistemáticamente se seleccione
finalización de la grabación con
autorizado para el referir la firma y
registro
retomando la secuencia marcaremos la
casilla marcar en caso de que se desee
registrar nueva documentación y
buscaremos dentro de nuestro directorio
el fichero punto pdf con la
documentación anexa al trámite que vamos
a registrar y pulsaremos registrar pdf
[Música]
[Música]
ah
seleccionaremos de nuevo el certificado
para firmar finalizando el registro
[Música]
completado el proceso en pantalla se
mostrará los datos del registro desde
aquí también podremos imprimir
justificante
como recordatorio informamos que tras la
materialización de la presentación
telemática del correspondiente trámite
no es necesario retirarlo en soporte de
papel con aportación de la misma
documentación en un registro ordinario
en todo caso el justificante de registro
telemático y la documentación acompañada
deberá que estudiarse por interesados
para ulteriores comprobaciones
para consultar los registros telemáticos
realizados por un usuario accederemos a
la gestión de comunicaciones registro
telemático consultar en la siguiente
ventana se podrán establecer los
criterios de búsqueda que aparecen en
pantalla pudiendo seleccionarse uno o
varios de ellos y a continuación
pulsaremos consultas
[Música]
"
https://youtu.be/b5BONTvMAUg,5 Consejos para grabar con tu movil en 50 seg,,,
https://youtu.be/NWI18RFtmjY,kit basico de creacion audiovisual,,,"Tutorial Loom: https://www.youtube.com/playlist?list...

Tutorial Genially: https://www.youtube.com/playlist?list...

Tutorial PowToon: https://www.youtube.com/playlist?list...

Tutorial ShotCUt: https://www.youtube.com/playlist?list..."
https://youtu.be/_X4nO9e1WDY,Cómo inscribirte como demandante de empleo en el SAE,,,"hola a todos bienvenidos al canal mi
nombre es anabel soy trabajadora social
y hoy vamos a hablar de cómo inscribirse
como demandante de empleo
[Música]
en este vídeo nos vamos a centrar en el
servicio andaluz de empleo pero si eres
de otra comunidad puedes enviarle un
correo al email que aparece en pantalla
y trataré de ayudarte aprovecho para
recordaros que podéis enviarme también a
ese mismo email sugerencias de nuevo
contenido tanto para la web como para el
canal
[Música]
el primer paso es acceder a la web de
servicio andaluz de empleo en el área de
gestión os dejaré todos los enlaces
tanto en la web como en la cajita de
información del vídeo tendréis que
acceder al apartado demanda de empleo
para poder acceder bien con vuestro
usuario y contraseña o con vuestro
certificado digital
en el caso de que sea la primera vez que
tratáis de entrar a este servicio
podéis registraros sin tener que acudir
a ninguna oficina sólo tendréis que
cumplimentar el formulario de registro
para recibir nuestro usuario y
contraseña y acceder a la información si
no recuerdas la contraseña que te
facilitaron en su momento puedes
recuperarla introduciendo los datos que
te piden para que te la envíen venga vía
sms a tu teléfono o por email una vez
que hemos accedido a nuestra área de
demanda de empleo solo tendremos que
aplicar en la columna derecha donde pone
la descripción de la demanda
en el caso de que sea la primera vez que
vas a inscribirte como demandante de
empleo deberán cumplimentar una
solicitud para que te gestionen la alta
desde la oficina o en el caso de que sea
posible desplazarte para que ellos te
hagan la inscripción
hasta aquí el vídeo de hoy no olvides
suscribirte y recuerda que tienes más
contenido en la web"
https://youtu.be/gJTMlqNTZT0,Conoce mejor la Beca 6000,,,"desde el curso 2009-2010 la consejería
de educación convoca la beca 6000 con la
que se pretende prevenir el abandono del
alumnado y lograr su continuidad y su
éxito dentro del sistema educativo no
obstante la obtención y mantenimiento de
la beca por parte del alumnado dependerá
de la concesión de la beca general y su
rendimiento académico en la evaluación
ordinaria del curso
la solicitud de becas y ming se
encuentra en la secretaría virtual de la
consejería de educación y deportes
dentro de la pestaña becas y ayudas
podremos acceder a la solicitud
para acceder a la solicitud de beca 6000
es necesario introducir el nif o nie del
solicitante y su código de solicitud de
la beca general también es posible
acceder con el dif o nie de algunos de
los tutores o representantes legales
incluidos en la solicitud de beca
general a partir de este momento los
datos cargados en el sistema serán
aquellos que se introdujeron para el
solicitud de beca general
a continuación se muestran las
instrucciones para completar la
solicitud de beca 6000 tenga en cuenta
que podrá finalizar el trámite de manera
rápida y sencilla a través de internet
no obstante también podrá rellenar la
solicitud imprimirla firmarla y
entregarla en su centro educativo dentro
del período de solicitud donde las
sellarán y darán registro de entrada
si los datos introducidos son correctos
se mostrará el nombre del solicitante y
los estudios para los cuales se ha
solicitado la beca general
en datos personales podrá comprobar que
los datos identificativos del
solicitante son correctos asegúrese que
el teléfono móvil y el correo
electrónico son válidos ya que serán
estos medios los utilizados para la
comunicación de cualquier información
relativa a su solicitud
en los datos académicos de la solicitud
deberás seleccionar el curso en el que
está matriculado y para el cual se
realiza la solicitud de beca
en caso de que fuera perceptor de la
beca se realizará el ingreso en la
cuenta que indique en la solicitud
podrás seleccionar la misma que utilizó
en la beca general o indicar una nueva
asegúrese que la cuenta está dada de
alta en su tesorería y que el
solicitante se encuentra como titular o
cotitular de la misma puedes realizar el
arte de su cuenta en el servicio de
tesorería bien a través de certificado
electrónico en su oficina virtual o
presentando la documentación bancaria en
la secretaria general provincial de
hacienda industria energía
a través de los consentimientos usted
permite la consulta de datos con otras
administraciones esto hace que no tenga
que adjuntar documentación alguna y el
trámite de su solicitud se realice de
una manera más ágil y segura
para prestar este consentimiento tendrá
que marcar la casilla correspondiente en
la columna identidad residencia y empleo
e incluir el líder y fechas de caducidad
del nif para cada uno de los miembros de
la unidad familiar si algún miembro de
la unidad familiar ha renovado su nick
tras la presentación de la solicitud de
la beca general podrá encontrar
problemas si se encuentra en este caso
introduzca la misma información que
utilizó en la solicitud de beca general
aunque los knicks hayan sido renovados
si no recuerda la información o tiene
algún problema de validación contacte
con el cauce en el teléfono 900 848 000
en cualquier caso si persisten los
problemas siempre tendrá la opción de
presentar su solicitud de manera
presencial en su centro educativo
si usted ha decidido no consentir la
consulta de información con otras
administraciones estará obligado a
adjuntar la documentación que acredite
cada uno de los requisitos de la beca
en caso de no consentir la consulta de
identidad deberá aportar el link de los
miembros de su unidad familiar si
tampoco consciente la consulta de
residencia
deberá portar un padrón histórico y en
caso del consentimiento de empleo un
certificado emitido por el sae que
indique que no se encuentra como
demandante de empleo desde el mismo día
que comenzó el curso no obstante si
aparece como beneficiario de la beca al
final del curso deberá portar de nuevo
el certificado del sae indicando que no
ha estado dado de alta como demandantes
de empleo a lo largo de todo el curso
escolar
en caso de no consentir algunas de las
consultas de datos deberá adjuntar la
documentación precisa mientras tanto no
se permitirá continuar
si ha optado por tele tramitar la
solicitud y la información de la unidad
familiar coincide con la introducida a
la solicitud de beca general verá el
botón rojo de firmar y presentar
mediante esta opción podrá firmar y
presentar su solicitud introduciendo los
datos de ides y fechas de caducidad en
caso de que el solicitante sea menor de
edad la firma deberá realizarla algunos
de sus tutores si todo es correcto en la
siguiente pantalla aparecerá el estado
de su beca como presentada y la fecha de
finalización si descarga la solicitud
podrá observar que en la parte superior
derecha aparece el sello que valida su
presentación
si no ha consentido el cruce de datos o
la información de firma no es válida el
sistema sólo le permitirá imprimir la
solicitud rellena si opta por esta vía
el estado de su solicitud será
cumplimentada y no tendrá validez alguna
en este caso está obligado a descargar
la solicitud imprimirla y presentarla en
la secretaria de su centro educativo
antes de finalizar el periodo de
solicitud de la beca"
https://youtu.be/XKqQgczzuqY,Tutorial Beca MEC 2021-22 ➡️ Como Solicitar y Rellenar la beca en 2 minutos,,,"¿Quieres saber cómo solicitar la Beca MEC de 2021-22? En este vídeo de dos minutos te explicamos cómo pedir la Beca MEC en pocos pasos con todos sus requisitos ✅ Podrás rellenar tu Beca MEC para 2021 y 2022 de forma rápida y sencilla con este tutorial 😉

⏰ Marcas de tiempo ⏰
0:00 Dónde solicitarla
0:28 Cómo registrarse en el portal
0:50 Cómo rellenar los distintos campos
1:10 Comienza el trámite
1:43 Cómo rellenar datos bancarios
2:12 Cesur Líder de la FP
2:23 Más información"
https://youtu.be/-ppWHdwF-9g,Cómo hacer una app rápida,#app #appsheet,,"La App más rápida.

Crea una hoja de cálculo de Google
Rellena los títulos de las columnas, y si quieres algunos datos
En extensiones puedes elegir crear una aplicación.
Será una aplicación donde puedas consultar editar y añadir registros
Tendrás que elegir una clave única en las columnas para lo cual en este caso, tengo que poner grupo y disco ya que un grupo puede tener mas de un disco, y señalo también que la portada es tipo imagen.
Pues ya la tienes solo te queda poner los usuarios que pueden usarlo y enviar el enlace.
Así se vería el enlace y podrías, por ejemplo, tomar una foto de la portada para editar el disco.
Así se vería en el móvil y se puede hacer una foto de la portada.
Puedes también compartir al público en general, Ten cuidado que en este caso cualquiera puede consultar e incluso borrar los datos.

En un próximo video veremos un ejemplo de 2 tablas relacionadas, indicando las canciones que componen cada disco."
https://youtu.be/lIMPNVwIfDY,Cómo hacer una app rápida con app sheet segunda parte,#appsheet,,"Vamos ahora a complicarlo un poco
vamos a poner las canciones que tiene cada disco.
Creamos una hoja nueva en la hoja de cálculo.

Editamos nuestra APP y vemos que nos ofrece añadir una nueva tabla con la hoja que hemos creado.

La añadimos y vemos las columnas.
Ha señalado que la columna disco es una referencia a la clave de la otra tabla. esto lo ha hecho por inteligencia artificial.

Ahora en nuestra APP cuando consultamos un disco nos lista debajo las canciones que tiene.

Yo quiero además que pueda consultar las canciones sueltas.
Voy a UX que es interfaz de usuario y creo una nueva vista principal que voy a llamar canciones para los datos de esa hoja.
Con esto ha aparecido otro botón en la APP, para consultar las canciones.
ya está.
Cuando consultas un disco te dice las canciones que tiene, y cuando consultas una canción te dice en que disco está.
Podrás añadir canciones a los discos, y añadir discos.
Editar, incluso puedes poner un enlace al video de la canción."
https://youtu.be/A7Nye_aNMQY,Comprobación de disponibilidad ofertas publicadas,#oficinasae,,"hola os voy a explicar cómo hago ya un
listado de comprobación para llamar por
teléfono a la gente que se apuntan a las
puertas públicas yo utilizo dos
programas que vienen de con windows
desde siempre uno que recortes lo podéis
buscar aquí en herramientas
de windows
herramientas recortes y utilizo otro
también de siempre que es paint lo que
hago es que las dos aplicaciones está la
tengo anclada a la barra de tareas
eso se hace arrastrando
el icono hacia aquí te dirán que si lo
quiere anclar a mí no me deja porque ya
está ya está anclado vale tanto uno como
otro bueno qué es lo que hago pues como
no se puede sacar un pantallazo donde
aparezca el teléfono y el nombre porque
no cabe en la misma pantalla yo lo que
hago es que cree corto
para evitar problemas de protección de
datos
he quitado del dni los apellidos pero
imaginar esto vale corto y corto del dni
el orden error de entre calculado esa
primera columna
esto una vez que los recortes se quedan
en el portal pero me voy al paint y le
digo pegar
y ahora vuelvo otra vez a la pantalla
está me voy a la parte del teléfono
imaginaros otra vez
qué es esta parte de aquí tampoco lo
querido poner los temas de
de protección de datos
[Música]
y pego corto
[Música]
y ve otra vez
en el país
y ahora por la flechita del cursor
lo pongo al lado
donde coincidan
y este archivo ya lo guardo y además lo
empleó porque va a seguir para para
llamar por teléfono perdona que no se
vea claramente lo que yo consigo porque
no quiero que esto se quede grabado con
datos de personas vale
bueno nada más un saludo
"
https://youtu.be/7G68NmZYkrM,Cómo se registra una oferta del Pfea de puestos no cualificados.,#oficinasae,,"Veamos cómo se registra una oferta del PFEA de  puestos no cualificados, lo primero es entrar  
en alta de ofertas en esta primera pantalla  rellenamos el dato de programa especial con  
emparejamiento sin ocupación, nos pide duración  del contrato que suelen ser de 12 a 15 días   
hay que poner desempleados con la disponibilidad 0008  ámbito territorial municipio o pedanía si así lo  
pidiesen y un candidato por puesto. En la pestaña  de servicios tenemos que poner en servicios  
recibidos un check de ausencia del servicio 440  desde la fecha de hace un año hasta la fecha  
de hoy en servicios en curso sólo el check de  ausencia del servicio 440, rellenamos los datos de  
programa especial y con esto ya hemos terminado  de registrar la oferta, ¡espero que te sea útil!
"
https://youtu.be/iPc_bj5k-d4,Búsqueda parametrizada en Hermes,#oficinasae,,"búsqueda parametrizada en Hermes en este  caso voy a hacer una búsqueda de ejemplo  
entramos en demanda y dentro de  esto en búsqueda parametrizada
hacemos clic sobre mantenimiento y después  en nuevo ponemos un nombre y aceptamos
luego seleccionamos que filtro queremos poner en  
este caso ámbito territorial le damos  a filtros y rellenamos Castilblanco
volvemos a la parte izquierda y seleccionamos esta  
vez colectivo especial le damos a filtro  y rellenamos servicios previos al empleo
vamos a poner otro filtro, nos vamos  a disponibilidad específica y ponemos  
filtro y rellenamos código de disponibilidad  0008 como hemos puesto este último filtro como  
""O"" le estamos diciendo al ordenador que  queremos saber los demandantes que hay en  
Castilblanco que o bien son demandante  de servicios previos al empleo o bien  
del colectivo 0008 o bien las dos cosas a  la vez si os fijáis la línea 1 está más a  
la izquierda que las otras eso quiere decir que  esa condición se tiene que cumplir y la línea 2  
y la 3 están al mismo nivel eso es porque vale  con que se cumpla una de las dos condiciones
"